loan_amnt,emp_length,home_ownership,annual_inc,addr_state
4000,7 years,RENT,21000,MA
15000,10+ years,MORTGAGE,56000,OK
14400,1 year,RENT,47000,AZ
20000,< 1 year,MORTGAGE,70000,NY
10750,4 years,RENT,28800,WI
21000,< 1 year,RENT,75000,NV
13000,10+ years,OWN,55000,CA
2500,2 years,RENT,39400,FL
12000,5 years,RENT,62000,WI
25000,10+ years,RENT,87000,NY
3800,4 years,MORTGAGE,36000,GA
1500,n/a,MORTGAGE,90000,CA
10000,10+ years,MORTGAGE,47004,PA
24250,4 years,MORTGAGE,92004,OH
14000,6 years,RENT,250000,NY
25000,1 year,RENT,84000,GA
9600,< 1 year,OWN,38400,NJ
9000,7 years,MORTGAGE,54996,MD
20000,10+ years,MORTGAGE,64000,OH
6000,6 years,RENT,60000,PA
10000,1 year,MORTGAGE,55000,NJ
3000,2 years,RENT,31704,OH
4000,< 1 year,RENT,55200,CA
7000,3 years,RENT,64000,CA
12800,7 years,MORTGAGE,50000,TX
2000,1 year,RENT,30000,CA
12000,10+ years,OWN,54660,IL
11200,1 year,RENT,24000,CA
9600,8 years,MORTGAGE,153000,TX
9000,< 1 year,MORTGAGE,74000,WI
7000,2 years,MORTGAGE,45000,CO
15000,4 years,OWN,209000,GA
7800,2 years,OWN,19000,FL
6000,10+ years,OWN,26448,CA
8050,1 year,RENT,67000,VA
4500,3 years,MORTGAGE,89000,GA
10000,5 years,MORTGAGE,61000,AZ
25000,2 years,RENT,95800,MD
10000,1 year,MORTGAGE,99996,OH
12000,10+ years,MORTGAGE,60000,AL
8000,5 years,OWN,32000,CA
2800,5 years,RENT,28800,NJ
8500,5 years,RENT,43000,NH
6000,5 years,RENT,780000,NV
6000,10+ years,OWN,53000,NJ
1200,6 years,RENT,39996,MD
10000,< 1 year,MORTGAGE,138000,WA
25000,9 years,MORTGAGE,45000,TX
7200,3 years,MORTGAGE,60000,AL
7000,4 years,RENT,24000,CA
13800,6 years,RENT,49000,PA
11000,5 years,OWN,55000,FL
10000,n/a,RENT,57000,NY
2700,4 years,MORTGAGE,54000,PA
15000,4 years,RENT,110000,NJ
12600,< 1 year,RENT,159996,NJ
2500,10+ years,MORTGAGE,50000,NY
12000,1 year,MORTGAGE,32960.22,MI
1500,10+ years,MORTGAGE,35000,MO
2800,4 years,MORTGAGE,24000,CA
6000,4 years,OWN,27000,CT
4500,3 years,MORTGAGE,30000,AZ
7000,2 years,RENT,31200,TX
5000,3 years,RENT,43000,AZ
12000,< 1 year,RENT,42000,NY
7300,7 years,RENT,37086,FL
25000,< 1 year,RENT,115000,NY
5600,5 years,MORTGAGE,107000,IL
6500,10+ years,RENT,63000,CA
3000,1 year,RENT,30000,CA
14000,10+ years,MORTGAGE,67000,MI
2500,4 years,MORTGAGE,45000,WA
10000,3 years,RENT,36000,OH
3500,10+ years,MORTGAGE,110000,MI
10000,10+ years,RENT,42000,MD
13000,9 years,RENT,42000,OH
14500,< 1 year,MORTGAGE,36000,PA
16000,10+ years,RENT,72000,IL
5050,10+ years,MORTGAGE,51996,NJ
5000,4 years,RENT,35004,FL
8500,2 years,MORTGAGE,42996,TX
5000,2 years,MORTGAGE,85000,GA
22000,10+ years,MORTGAGE,50900,WA
4000,< 1 year,MORTGAGE,36000,CA
10000,10+ years,MORTGAGE,150000,CA
2400,6 years,RENT,31000,NY
3600,2 years,RENT,22800,FL
20000,9 years,RENT,52600,FL
8000,5 years,MORTGAGE,81120,MO
9000,4 years,OWN,84000,MN
16000,< 1 year,MORTGAGE,45000,DE
15000,6 years,MORTGAGE,64000,MN
1500,2 years,MORTGAGE,24000,OK
25000,3 years,RENT,150000,NY
5000,10+ years,RENT,80000,CO
24000,10+ years,MORTGAGE,160000,NY
9000,10+ years,RENT,69000,NJ
2000,< 1 year,RENT,39996,TX
15000,< 1 year,MORTGAGE,90000,WI
12000,3 years,RENT,45000,CA
10000,< 1 year,RENT,80000,CA
6000,1 year,OWN,120000,CA
14000,5 years,MORTGAGE,69000,MN
4000,8 years,MORTGAGE,67000,CO
25000,10+ years,MORTGAGE,66000,FL
5500,5 years,RENT,24000,CA
7500,4 years,RENT,80000,TX
12000,6 years,MORTGAGE,75000,AZ
16000,9 years,MORTGAGE,96000,OH
4000,10+ years,MORTGAGE,70000,NY
23500,10+ years,MORTGAGE,112000,MO
8000,10+ years,MORTGAGE,53000,RI
5000,< 1 year,RENT,45000,NY
4750,10+ years,OWN,45000,PA
24000,1 year,MORTGAGE,100000,VA
3000,5 years,RENT,27600,FL
8825,< 1 year,RENT,50000,CT
6000,8 years,RENT,55000,TX
5200,3 years,RENT,52000,CA
9000,8 years,MORTGAGE,77004,IL
13600,10+ years,MORTGAGE,54000,CA
15000,3 years,RENT,61584,TX
8500,5 years,MORTGAGE,60900,UT
7000,2 years,RENT,22500,IL
8000,3 years,RENT,18000,NY
2550,5 years,OWN,48000,FL
6000,10+ years,MORTGAGE,120000,FL
25000,2 years,MORTGAGE,275004,MA
9600,1 year,MORTGAGE,50000,IL
13000,n/a,RENT,45000,NY
2500,10+ years,MORTGAGE,55200,AL
4000,1 year,MORTGAGE,54000,MN
3000,3 years,MORTGAGE,46000,CA
4000,4 years,MORTGAGE,70000,MI
15000,4 years,MORTGAGE,32112,GA
7000,4 years,MORTGAGE,57200,CO
17000,10+ years,RENT,84996,MD
2500,7 years,RENT,84996,NY
20000,7 years,MORTGAGE,75000,TX
20400,2 years,RENT,30000,PA
4000,< 1 year,RENT,60000,NY
8000,< 1 year,RENT,58000,GA
4000,2 years,RENT,13200,CA
14500,10+ years,MORTGAGE,34000,MD
7500,< 1 year,RENT,44000,GA
8675,< 1 year,MORTGAGE,40000,VT
4800,1 year,RENT,34000,FL
3600,1 year,RENT,42500,CA
7500,2 years,RENT,40000,AZ
12000,< 1 year,RENT,75000,AZ
8000,< 1 year,MORTGAGE,42000,PA
8000,3 years,RENT,33000,MI
7500,5 years,MORTGAGE,57000,CT
10750,7 years,MORTGAGE,60000,WY
5600,2 years,OWN,50000,CA
4000,4 years,MORTGAGE,140004,GA
3600,8 years,MORTGAGE,20000,NY
13000,3 years,MORTGAGE,37000,AZ
6500,3 years,RENT,50000,NY
9250,< 1 year,OWN,32004,IL
6000,7 years,MORTGAGE,28000,OH
9600,8 years,MORTGAGE,80000,OH
12000,1 year,MORTGAGE,1200000,NJ
16700,4 years,MORTGAGE,39000,FL
4000,5 years,RENT,78000,NY
25000,10+ years,MORTGAGE,220000,VA
10000,1 year,RENT,36000,CO
7500,8 years,RENT,45600,WA
2400,5 years,MORTGAGE,65004,CT
13000,10+ years,MORTGAGE,90000,NH
20000,4 years,MORTGAGE,61000,MN
3600,6 years,RENT,28000,MA
1000,< 1 year,RENT,35100,MD
12000,10+ years,MORTGAGE,83768,FL
8000,5 years,RENT,28800,OH
13000,5 years,MORTGAGE,67000,OH
6000,< 1 year,RENT,40000,VA
4000,10+ years,RENT,49000,TX
4500,5 years,MORTGAGE,47748,AZ
24000,10+ years,MORTGAGE,65700,CA
25000,5 years,RENT,153000,MA
7100,1 year,RENT,41200,FL
15000,8 years,MORTGAGE,98300,TX
6000,1 year,OWN,34200,GA
10000,10+ years,OWN,65000,NY
4900,3 years,MORTGAGE,25200,NY
13000,10+ years,MORTGAGE,130000,CT
7500,3 years,MORTGAGE,46000,NY
10000,5 years,MORTGAGE,62000,PA
4000,9 years,MORTGAGE,46000,MN
10000,4 years,RENT,60000,CA
10000,10+ years,RENT,59000,NY
3000,5 years,MORTGAGE,52000,AZ
13000,2 years,MORTGAGE,59800,MN
10000,2 years,MORTGAGE,65000,WA
22000,3 years,RENT,99996,NY
25000,4 years,MORTGAGE,75600,NV
6000,7 years,OWN,45000,DC
10000,< 1 year,MORTGAGE,56004,MI
18000,2 years,RENT,45000,MI
6000,10+ years,MORTGAGE,185000,TX
8000,5 years,RENT,76000,MD
4800,n/a,RENT,23448,MD
5000,3 years,MORTGAGE,65000,DE
14400,2 years,MORTGAGE,58500,CO
9000,1 year,OWN,21840,FL
10000,3 years,RENT,42000,NJ
25000,7 years,MORTGAGE,139000,NH
24000,10+ years,MORTGAGE,162000,TX
15250,9 years,MORTGAGE,90000,CA
10000,2 years,MORTGAGE,36000,MN
5225,4 years,MORTGAGE,28000,FL
3000,< 1 year,MORTGAGE,34000,NY
5800,3 years,RENT,45000,CT
14500,1 year,MORTGAGE,47000,MA
8000,8 years,MORTGAGE,41869,OH
20000,n/a,OWN,60000,VA
6250,< 1 year,OWN,20640,HI
8400,2 years,MORTGAGE,48000,UT
19600,10+ years,RENT,900000,NY
11500,4 years,MORTGAGE,71000,AZ
20000,1 year,RENT,110000,NY
4750,2 years,RENT,24288,MA
3600,2 years,RENT,55000,CA
2000,5 years,MORTGAGE,55596,CA
7750,1 year,MORTGAGE,100000,NH
3000,5 years,MORTGAGE,75000,FL
2400,3 years,MORTGAGE,27600,WV
15000,1 year,RENT,50000,MA
3000,4 years,RENT,39996,NY
4000,10+ years,OWN,38400,NJ
20000,5 years,MORTGAGE,76800,TX
16000,3 years,MORTGAGE,233000,CA
4000,7 years,RENT,48000,CA
10000,1 year,RENT,25320,NY
16800,5 years,RENT,180000,CA
16000,3 years,MORTGAGE,140004,WY
8000,2 years,RENT,63000,CA
2075,4 years,MORTGAGE,20400,IL
15000,2 years,RENT,38004,CA
8000,3 years,MORTGAGE,97000,CA
5000,9 years,RENT,38400,NJ
4650,3 years,MORTGAGE,35100,CO
6000,10+ years,RENT,20000,NY
7200,10+ years,MORTGAGE,34000,FL
25000,6 years,OWN,90000,PA
20000,2 years,RENT,60000,NJ
4800,n/a,RENT,27180,NY
8000,3 years,MORTGAGE,84000,TX
7000,< 1 year,RENT,33600,NJ
20000,5 years,MORTGAGE,140000,GA
6000,5 years,MORTGAGE,38973,AR
24250,3 years,RENT,142500,FL
12000,2 years,RENT,55000,FL
25000,10+ years,MORTGAGE,68000,CA
24250,8 years,OWN,59004,SC
10000,8 years,RENT,68496,NY
6000,n/a,MORTGAGE,50400,AR
5500,2 years,MORTGAGE,97200,WV
7000,3 years,MORTGAGE,65000,NV
4800,< 1 year,RENT,45000,IL
19800,< 1 year,RENT,130000,WI
5000,< 1 year,MORTGAGE,95000,MO
8000,8 years,MORTGAGE,50648,MO
1200,4 years,RENT,16800,CA
25000,< 1 year,MORTGAGE,115776,MD
9600,10+ years,MORTGAGE,65000,VT
1800,6 years,MORTGAGE,28500,CO
19200,3 years,RENT,60000,NY
1500,10+ years,MORTGAGE,83000,MA
2400,< 1 year,RENT,12000,MI
4000,4 years,MORTGAGE,50000,MA
5100,1 year,MORTGAGE,34000,SC
10000,4 years,RENT,67202,GA
6000,10+ years,MORTGAGE,117000,CA
12000,< 1 year,MORTGAGE,110000,MA
25000,6 years,MORTGAGE,102000,MO
17450,10+ years,RENT,50004,CA
8400,3 years,RENT,42000,CA
4000,2 years,RENT,43000,VA
5000,< 1 year,RENT,48504,NY
24000,1 year,RENT,50000,MD
10000,< 1 year,RENT,136000,PA
3000,3 years,RENT,64800,NY
10000,10+ years,MORTGAGE,89000,SC
1000,< 1 year,RENT,75000,DC
4800,< 1 year,RENT,33600,FL
10000,8 years,MORTGAGE,52000,NJ
3000,3 years,RENT,53000,NY
14000,4 years,RENT,46000,FL
4800,< 1 year,RENT,39996,NJ
3000,10+ years,RENT,110000,NY
1000,6 years,MORTGAGE,36000,MO
1750,n/a,RENT,10000,UT
8000,1 year,RENT,19200,PA
3200,2 years,OWN,9600,VA
12000,2 years,OWN,42240,AL
5100,5 years,RENT,47133,NY
4000,10+ years,MORTGAGE,35000,MD
15000,10+ years,MORTGAGE,135000,FL
20000,5 years,OWN,41717,SC
8000,< 1 year,RENT,126000,CO
18500,3 years,RENT,136374,MA
8000,6 years,MORTGAGE,39432,AR
10000,10+ years,MORTGAGE,45000,PA
15000,8 years,MORTGAGE,168000,CA
6225,< 1 year,RENT,52000,GA
15000,< 1 year,RENT,40000,NY
9500,10+ years,RENT,72000,CA
9600,10+ years,MORTGAGE,50000,PA
9175,10+ years,OWN,76440,CA
10000,< 1 year,RENT,48000,CA
21000,3 years,RENT,70500,OR
1200,< 1 year,OWN,32000,NJ
15000,5 years,RENT,106000,DC
10000,10+ years,MORTGAGE,53000,NJ
1500,7 years,MORTGAGE,12000,OR
3500,7 years,MORTGAGE,38500,AL
12000,5 years,RENT,38004,FL
3500,9 years,MORTGAGE,52000,PA
16000,4 years,MORTGAGE,80000,OR
9250,10+ years,MORTGAGE,36400,AZ
4000,1 year,RENT,40200,KY
3250,3 years,MORTGAGE,48000,NY
12250,2 years,MORTGAGE,30720,FL
4000,4 years,MORTGAGE,36000,AZ
10000,4 years,RENT,75324,NY
4800,10+ years,OWN,40000,WV
9600,10+ years,RENT,100400,LA
5000,3 years,RENT,35000,CA
7200,1 year,RENT,31200,CA
20000,3 years,MORTGAGE,42000,GA
14000,4 years,RENT,45000,NY
4000,10+ years,OWN,140000,MO
2200,< 1 year,MORTGAGE,53000,PA
5000,1 year,MORTGAGE,96000,CO
5000,< 1 year,RENT,75000,CA
16000,10+ years,MORTGAGE,86000,IL
8500,2 years,RENT,57000,TX
3000,1 year,RENT,49800,VA
4000,10+ years,MORTGAGE,52800,TX
8000,6 years,MORTGAGE,53000,CT
22000,< 1 year,RENT,200000,AR
10000,1 year,RENT,32376,NY
12000,6 years,RENT,99996,NY
10000,2 years,OWN,60000,SC
3500,3 years,MORTGAGE,109500,VA
5000,< 1 year,OWN,30000,LA
12000,5 years,MORTGAGE,99996,MD
3000,7 years,RENT,70000,DE
15000,2 years,RENT,63000,CA
4000,< 1 year,RENT,9600,NY
15000,9 years,OWN,90000,CA
16000,8 years,MORTGAGE,74000,NY
12000,10+ years,MORTGAGE,50000,MI
4750,6 years,MORTGAGE,18000,WI
17500,10+ years,RENT,44900,IL
12000,3 years,MORTGAGE,57000,MI
5000,2 years,OWN,25000,NY
6000,7 years,RENT,21812,WV
4500,2 years,RENT,38004,GA
15000,10+ years,MORTGAGE,80000,AK
5500,3 years,RENT,64000,CA
6000,6 years,MORTGAGE,52800,MO
3600,< 1 year,MORTGAGE,52000,IL
5600,4 years,MORTGAGE,48000,PA
25000,10+ years,RENT,56000,TX
25000,10+ years,MORTGAGE,400000,CT
14000,10+ years,OWN,66000,MA
17000,8 years,MORTGAGE,125000,NJ
4750,2 years,MORTGAGE,19200,LA
11500,2 years,MORTGAGE,130000,IL
25000,10+ years,MORTGAGE,86000,CA
6000,9 years,MORTGAGE,60000,OR
10000,4 years,RENT,51996,MI
25000,10+ years,MORTGAGE,140004,IL
5000,< 1 year,RENT,28800,CA
14000,5 years,MORTGAGE,100000,IL
3200,5 years,RENT,15600,MD
15000,10+ years,MORTGAGE,64000,PA
19750,10+ years,MORTGAGE,90000,CT
20000,4 years,RENT,65004,CA
9000,10+ years,MORTGAGE,60000,WI
9000,2 years,MORTGAGE,36000,AL
6000,3 years,RENT,27996,FL
6075,5 years,OWN,37000,CO
2500,10+ years,RENT,47544,AL
14000,4 years,RENT,60000,NY
12000,1 year,RENT,50000,CA
2000,n/a,MORTGAGE,38795.4,CA
4800,10+ years,MORTGAGE,52000,AL
1200,5 years,MORTGAGE,25440,GA
10000,2 years,MORTGAGE,50000,WA
16000,< 1 year,RENT,68000,MA
7000,10+ years,RENT,61392,WA
5000,3 years,MORTGAGE,36000,MN
10000,3 years,RENT,48000,PA
20000,10+ years,RENT,115000,NH
12000,4 years,RENT,42996,MA
16750,10+ years,RENT,60000,TX
12000,10+ years,MORTGAGE,128899.92,CA
9600,1 year,RENT,24696,NY
18000,4 years,MORTGAGE,74237.28,TX
7000,7 years,RENT,65000,NV
5000,10+ years,RENT,35000,AZ
5000,3 years,RENT,50400,MA
7500,10+ years,RENT,52000,KY
9000,2 years,MORTGAGE,58000,AZ
13300,10+ years,MORTGAGE,24000,PA
3500,1 year,MORTGAGE,67296,TX
6000,< 1 year,MORTGAGE,105000,OH
7000,6 years,MORTGAGE,51996,FL
25000,6 years,MORTGAGE,120000,CA
12000,10+ years,MORTGAGE,75500,OH
18250,3 years,RENT,35004,CA
15000,7 years,MORTGAGE,168000,MN
4000,3 years,RENT,34500,AZ
10000,3 years,MORTGAGE,84500,CA
25000,5 years,MORTGAGE,220000,CT
1500,< 1 year,RENT,45000,VA
6000,1 year,RENT,69996,LA
20000,4 years,MORTGAGE,170000,CA
2800,7 years,MORTGAGE,84812,NY
8000,2 years,RENT,70000,NJ
4750,10+ years,RENT,24000,IL
5000,5 years,RENT,96000,CA
1500,< 1 year,RENT,30000,IL
16750,1 year,RENT,43867,TX
2000,6 years,OWN,43200,OH
7500,5 years,MORTGAGE,90000,MN
15000,10+ years,MORTGAGE,75000,CT
1500,4 years,RENT,24000,FL
15000,1 year,MORTGAGE,52000,NY
5400,10+ years,RENT,64617,DC
8000,n/a,RENT,48000,CO
25000,8 years,MORTGAGE,120000,FL
25000,5 years,MORTGAGE,90000,CO
6075,10+ years,RENT,45000,OR
7500,1 year,RENT,43260,FL
13750,3 years,MORTGAGE,100000,NY
3200,10+ years,RENT,50004,CA
2000,10+ years,MORTGAGE,63600,TX
5600,3 years,RENT,30000,PA
8000,5 years,RENT,48900,NJ
9600,7 years,MORTGAGE,120000,TX
1500,10+ years,RENT,44604,NY
4000,2 years,RENT,48000,CA
3000,5 years,MORTGAGE,75000,CA
24000,5 years,RENT,60000,CA
8000,8 years,MORTGAGE,80000,VA
15000,8 years,MORTGAGE,118000,FL
7000,3 years,RENT,45000,NY
2500,3 years,RENT,12000,VA
3500,10+ years,RENT,25000,CO
5000,5 years,RENT,30000,NY
6400,10+ years,MORTGAGE,72000,CA
6000,5 years,RENT,30000,MA
4000,7 years,MORTGAGE,45000,MT
21000,2 years,OWN,156268,CA
8000,3 years,MORTGAGE,60000,MO
15000,10+ years,RENT,60000,MA
5875,6 years,MORTGAGE,65000,PA
3250,4 years,RENT,28800,FL
2850,2 years,RENT,12000,CA
1500,4 years,RENT,61900,VA
4800,5 years,RENT,21000,MA
4750,4 years,OWN,24000,AR
8000,10+ years,OWN,90000,FL
7000,< 1 year,RENT,45000,IL
9500,4 years,RENT,61000,WA
5600,9 years,MORTGAGE,95000,NJ
13000,2 years,MORTGAGE,37000,FL
10000,2 years,MORTGAGE,39000,NJ
6325,2 years,RENT,60200,WV
9000,10+ years,MORTGAGE,72000,IL
15000,8 years,MORTGAGE,78600,CT
24250,10+ years,OWN,75000,NJ
2400,3 years,MORTGAGE,90996,AL
25000,4 years,MORTGAGE,94000,CA
10000,1 year,RENT,70000,CA
8400,< 1 year,RENT,40000,CA
1200,2 years,RENT,45000,GA
24000,10+ years,MORTGAGE,80000,NY
7200,3 years,RENT,70000,WV
5000,< 1 year,MORTGAGE,60000,NY
7000,10+ years,MORTGAGE,87000,OH
16000,3 years,MORTGAGE,67500,CO
25000,10+ years,MORTGAGE,140000,GA
2500,3 years,RENT,26400,CA
8000,4 years,MORTGAGE,60000,TX
6000,8 years,RENT,39600,CA
10500,6 years,MORTGAGE,76200,TX
12000,3 years,RENT,100000,NY
12000,3 years,OWN,75000,IL
3000,< 1 year,RENT,26208,MA
10000,9 years,MORTGAGE,60000,CA
3000,7 years,RENT,32640,NH
16000,3 years,OWN,55000,NY
14000,10+ years,MORTGAGE,140000,CA
15000,6 years,RENT,60000,PA
10000,10+ years,MORTGAGE,53004,VA
9000,4 years,MORTGAGE,141000,MO
10000,2 years,MORTGAGE,82000,CA
16000,10+ years,MORTGAGE,140000,TX
2800,2 years,RENT,24000,CA
6000,2 years,MORTGAGE,54000,SC
2100,4 years,MORTGAGE,75000,OH
20000,4 years,RENT,60000,NY
17500,< 1 year,RENT,42000,MD
6000,2 years,RENT,45000,MA
8500,1 year,MORTGAGE,60000,CA
5600,6 years,MORTGAGE,108041,WA
7575,2 years,RENT,63996,UT
9250,2 years,OWN,27996,MI
16750,10+ years,MORTGAGE,50400,MD
10000,7 years,MORTGAGE,55000,CA
8000,5 years,RENT,57996,MA
10000,2 years,RENT,48000,CA
10000,3 years,RENT,120000,NY
14000,< 1 year,MORTGAGE,80004,CO
16000,3 years,RENT,65000,NY
6000,1 year,RENT,20000,NJ
10000,10+ years,RENT,160396,NY
5000,< 1 year,RENT,39996,FL
12500,10+ years,MORTGAGE,72600,MA
9000,< 1 year,RENT,49500,CA
14500,10+ years,MORTGAGE,65000,CA
10000,2 years,RENT,50000,DE
12000,5 years,MORTGAGE,51996,TX
12000,10+ years,RENT,56000,CA
4200,10+ years,RENT,38400,TX
4000,2 years,RENT,40000,GA
10000,10+ years,MORTGAGE,74000,NY
5000,5 years,OWN,41000,PA
6000,6 years,MORTGAGE,70000,NY
15000,1 year,MORTGAGE,65000,LA
2000,5 years,RENT,32000,MD
9500,10+ years,MORTGAGE,58896,NJ
8000,3 years,MORTGAGE,165000,MD
16000,10+ years,MORTGAGE,304000,TX
7000,8 years,MORTGAGE,51000,GA
4000,1 year,RENT,22000,NY
6000,10+ years,MORTGAGE,70000,WY
21000,8 years,MORTGAGE,61000,TX
15000,10+ years,RENT,50400,CA
4800,3 years,RENT,45000,FL
12000,10+ years,MORTGAGE,70000,AR
8000,10+ years,MORTGAGE,72000,CA
10000,10+ years,RENT,30000,NJ
5000,10+ years,MORTGAGE,110000,CA
8000,2 years,MORTGAGE,30000,CA
6000,2 years,RENT,50004,LA
2000,3 years,RENT,42000,NY
12250,10+ years,RENT,36000,WI
15000,10+ years,RENT,79000,AZ
8000,1 year,RENT,96000,GA
22000,9 years,MORTGAGE,55920,CT
14000,4 years,RENT,52000,CA
4200,10+ years,MORTGAGE,117000,CA
4750,< 1 year,MORTGAGE,27600,OH
8000,< 1 year,RENT,32000,OR
25000,7 years,MORTGAGE,190000,FL
4000,2 years,MORTGAGE,105000,NY
12000,3 years,MORTGAGE,55000,MN
5000,3 years,RENT,98000,NJ
4500,7 years,OWN,36996,CA
2600,n/a,OWN,24972,TX
15000,10+ years,MORTGAGE,87000,NY
2500,3 years,MORTGAGE,40000,MA
7000,7 years,MORTGAGE,93000,KY
12000,3 years,RENT,76000,WI
18000,10+ years,MORTGAGE,99996,FL
3000,3 years,MORTGAGE,80000,NJ
20000,10+ years,MORTGAGE,138000,NY
3000,3 years,MORTGAGE,70000,MD
10000,6 years,RENT,53004,NY
8250,5 years,RENT,30000,MO
10000,10+ years,RENT,95000,CA
25000,1 year,MORTGAGE,105000,NV
6000,3 years,RENT,51500,MA
14000,10+ years,MORTGAGE,114000,CA
5100,n/a,OWN,33996,NY
13000,9 years,OWN,36000,CT
20000,10+ years,MORTGAGE,290000,CA
10750,3 years,RENT,31200,MD
8400,1 year,RENT,30204,AZ
4500,3 years,RENT,26000,UT
5000,3 years,RENT,31200,FL
2000,1 year,OWN,16500,SC
4500,n/a,RENT,51372,NH
15000,2 years,MORTGAGE,110000,CT
6000,7 years,MORTGAGE,24000,NJ
4625,3 years,RENT,26000,CA
8500,10+ years,MORTGAGE,72000,NJ
4000,3 years,RENT,40000,NY
5750,1 year,RENT,34000,FL
8500,10+ years,MORTGAGE,26400,CO
5000,7 years,RENT,35004,MN
12000,10+ years,MORTGAGE,75000,GA
20000,10+ years,RENT,59000,MD
10000,10+ years,MORTGAGE,110004,OH
15000,10+ years,MORTGAGE,76000,CT
10400,< 1 year,RENT,42000,CA
3600,10+ years,MORTGAGE,83137,NJ
7000,8 years,RENT,81000,WV
3000,2 years,RENT,58000,WA
17500,10+ years,MORTGAGE,60000,TX
21000,2 years,MORTGAGE,75000,MN
1750,3 years,OWN,12600,CA
6000,< 1 year,MORTGAGE,41000,LA
12000,2 years,RENT,30156,FL
25000,3 years,MORTGAGE,155000,MO
25000,10+ years,MORTGAGE,54000,MO
11000,10+ years,MORTGAGE,39500,NY
10000,< 1 year,MORTGAGE,90000,DC
1500,< 1 year,RENT,57000,OR
2500,< 1 year,RENT,24960,FL
3500,10+ years,MORTGAGE,54000,KY
9800,10+ years,RENT,69000,TX
3200,10+ years,MORTGAGE,93000,MD
5000,5 years,RENT,24000,NY
18000,5 years,MORTGAGE,143004,LA
4000,10+ years,MORTGAGE,50000,NY
5000,4 years,RENT,32760,PA
16000,< 1 year,RENT,110004,FL
5000,< 1 year,MORTGAGE,43000,GA
5000,10+ years,OWN,30000,NY
25000,4 years,RENT,135000,CA
2400,2 years,OWN,78000,PA
11900,1 year,RENT,36000,NY
15000,10+ years,RENT,55000,NY
8000,2 years,RENT,55000,MD
1200,10+ years,MORTGAGE,54000,MD
6700,6 years,RENT,49920,CA
7200,10+ years,MORTGAGE,22000,WY
2000,< 1 year,RENT,45000,NY
15000,5 years,RENT,92000,CA
10000,7 years,RENT,25000,AZ
9225,5 years,OWN,45996,OH
13000,7 years,MORTGAGE,55000,GA
15000,5 years,MORTGAGE,71496,FL
8400,4 years,RENT,102000,CA
3800,1 year,RENT,55000,DC
12000,10+ years,MORTGAGE,92000,OH
6000,7 years,MORTGAGE,50000,FL
10000,10+ years,RENT,99996,NY
9000,2 years,RENT,60000,MN
4000,2 years,RENT,19200,WA
1500,4 years,MORTGAGE,46000,NV
9600,10+ years,MORTGAGE,70000,NJ
5000,10+ years,MORTGAGE,90000,PA
9000,4 years,MORTGAGE,30000,NY
15000,1 year,MORTGAGE,72996,NV
4000,3 years,RENT,42840,PA
6000,4 years,MORTGAGE,97000,CA
1925,6 years,RENT,78000,PA
1800,5 years,RENT,168288,NY
17500,4 years,MORTGAGE,102000,CA
18000,2 years,MORTGAGE,117000,AZ
6000,2 years,MORTGAGE,49000,AL
10000,4 years,RENT,90000,NY
3000,4 years,RENT,23500,MT
7500,5 years,RENT,30000,GA
2500,1 year,MORTGAGE,18000,CA
4000,3 years,MORTGAGE,170000,TX
2000,n/a,OWN,12000,NV
6900,2 years,RENT,39000,AZ
8500,6 years,MORTGAGE,45996,TX
6400,4 years,RENT,50000,CA
4000,7 years,MORTGAGE,70000,MI
8000,8 years,RENT,152004,NY
7500,5 years,RENT,30028.8,MT
25000,10+ years,MORTGAGE,180000,CA
20000,3 years,MORTGAGE,95000,CA
3000,2 years,RENT,15840,OH
4000,< 1 year,MORTGAGE,95000,VA
5000,2 years,MORTGAGE,45500,PA
20000,2 years,MORTGAGE,52000,NY
12000,4 years,RENT,30000,NY
25000,2 years,RENT,74872,DC
19000,10+ years,MORTGAGE,94020,IL
20000,10+ years,MORTGAGE,76800,IL
19750,10+ years,MORTGAGE,48000,PA
25000,10+ years,MORTGAGE,75689,OK
9000,2 years,MORTGAGE,56100,MD
25000,9 years,MORTGAGE,190000,WI
5600,10+ years,MORTGAGE,35000,MO
7200,10+ years,MORTGAGE,41000,MO
10000,5 years,MORTGAGE,60000,CA
7000,2 years,MORTGAGE,23500,TX
6000,8 years,MORTGAGE,56004,IL
25000,10+ years,RENT,49600,NM
15000,4 years,RENT,42000,NY
12000,10+ years,RENT,100000,VA
17500,6 years,MORTGAGE,92300,OH
3600,< 1 year,RENT,42000,NY
4000,3 years,RENT,18000,OR
16000,10+ years,MORTGAGE,59000,MD
4900,2 years,MORTGAGE,80000,CA
24250,7 years,MORTGAGE,105996,CA
6000,10+ years,MORTGAGE,90000,NY
8000,6 years,RENT,48333,CA
15000,10+ years,RENT,164000,NY
13000,1 year,RENT,67500,NY
25000,10+ years,RENT,65000,CA
15000,7 years,RENT,150000,HI
7500,7 years,MORTGAGE,110000,NY
8000,2 years,RENT,60000,NY
8500,1 year,RENT,40000,PA
25000,10+ years,MORTGAGE,75000,CA
5000,< 1 year,MORTGAGE,25000,SD
14500,10+ years,RENT,45500,NY
9000,7 years,RENT,155000,VA
6000,10+ years,RENT,76373.68,CA
1700,3 years,RENT,18000,WA
6000,3 years,MORTGAGE,30000,OH
3000,3 years,RENT,52000,NJ
10000,< 1 year,MORTGAGE,85000,TX
